profile_id,region_code,state_code,coverage_limit,num_vehicles,num_drivers,household_size,youth_driver_flag,senior_driver_flag,prior_claim_count,multi_policy_flag,home_value_band,credit_score_band,urban_rural_flag
19912,Region 3,S06,1M,2,2,2,0,0,0,1,Premium,Low,Suburban
19920,Region 2,S12,1M,2,1,1,0,0,0,0,Standard,Low,Urban
19922,Region 5,S11,2M,7,5,5,1,0,0,1,High Net Worth,High,Urban
19932,Region 4,S07,2M,3,2,3,0,0,0,0,Standard,Medium,Suburban
19937,Region 3,S06,2M,2,2,2,0,0,0,0,Premium,Medium,Suburban
19941,Region 2,S12,2M,3,1,1,0,0,0,0,Entry,Medium,Rural
19967,Region 5,S09,1M,6,4,5,1,0,1,0,High Net Worth,High,Rural
19973,Region 5,S11,1M,3,3,3,0,0,0,1,Entry,Medium,Urban
19982,Region 4,S07,5M,3,1,2,1,0,0,0,Premium,High,Urban
20001,Region 5,S09,2M,3,3,3,0,0,0,1,Entry,Medium,Suburban
20005,Region 4,S08,1M,4,3,3,1,0,0,1,Entry,Medium,Rural
20014,Region 4,S07,2M,4,3,3,0,1,0,0,Standard,Medium,Urban
20015,Region 1,S01,1M,2,1,1,0,0,0,1,Standard,Medium,Urban
20018,Region 3,S05,2M,3,3,3,0,0,0,1,Standard,High,Rural
20035,Region 5,S09,5M,4,3,3,0,0,0,1,Premium,Medium,Suburban
20051,Region 2,S04,2M,4,2,2,0,0,0,1,High Net Worth,Medium,Suburban
20056,Region 1,S01,5M,4,4,4,0,0,0,1,Entry,Medium,Suburban
20062,Region 1,S01,2M,2,2,3,0,0,0,0,Standard,High,Urban
20067,Region 3,S06,1M,3,2,3,0,0,0,1,Premium,High,Suburban
20071,Region 2,S04,1M,3,3,4,0,0,0,1,Premium,Medium,Suburban
20087,Region 2,S12,1M,2,2,2,0,0,0,1,Premium,High,Suburban
20089,Region 3,S06,1M,4,4,5,0,0,0,1,Standard,Medium,Suburban
20098,Region 2,S04,1M,2,1,1,0,1,1,1,Premium,Medium,Rural
20136,Region 2,S04,1M,7,4,4,0,0,0,1,High Net Worth,Medium,Rural
20139,Region 4,S08,2M,3,3,3,0,0,1,1,Premium,Medium,Urban
20154,Region 5,S11,1M,3,2,2,0,0,0,1,Entry,Low,Suburban
20155,Region 5,S09,1M,4,3,3,0,0,0,0,Entry,High,Urban
20161,Region 3,S05,1M,5,4,4,0,0,0,1,Premium,Low,Suburban
20167,Region 1,S01,2M,4,2,2,0,0,0,1,Standard,Medium,Urban
20173,Region 4,S08,2M,5,3,4,1,0,0,0,High Net Worth,Medium,Suburban
20182,Region 5,S09,5M,6,5,5,0,0,0,1,Standard,Medium,Suburban
20183,Region 5,S11,2M,2,1,1,0,0,0,1,Premium,Medium,Suburban
20195,Region 4,S07,2M,4,4,4,0,0,0,1,Entry,High,Suburban
20198,Region 1,S02,2M,4,2,2,0,0,0,1,Premium,High,Suburban
20199,Region 4,S07,1M,7,5,5,0,0,0,1,Standard,High,Urban
20226,Region 5,S10,2M,1,1,1,0,1,0,0,Entry,High,Rural
20229,Region 2,S04,1M,4,4,4,0,0,0,1,Standard,Medium,Suburban
20256,Region 1,S02,2M,5,4,4,1,1,0,1,Standard,Medium,Suburban
20262,Region 1,S02,1M,1,1,1,0,1,0,0,Standard,Medium,Urban
20263,Region 2,S04,2M,5,4,4,0,0,0,0,Standard,Medium,Urban
20264,Region 5,S11,2M,3,2,2,0,0,0,0,Standard,Medium,Suburban
20267,Region 1,S02,1M,4,4,4,0,0,3,1,Premium,Medium,Rural
20269,Region 1,S02,1M,1,1,1,0,1,1,0,Standard,Medium,Urban
20275,Region 5,S10,1M,3,2,2,0,0,0,1,Entry,Medium,Suburban
20283,Region 5,S09,2M,2,1,1,0,0,0,1,Standard,Medium,Rural
20286,Region 3,S05,2M,2,2,2,0,1,0,0,Standard,Medium,Urban
20292,Region 4,S08,1M,2,2,3,0,0,0,0,Standard,Low,Urban
20293,Region 3,S05,1M,2,2,3,1,0,0,1,Entry,High,Suburban
20295,Region 1,S02,1M,3,1,2,0,0,0,1,Standard,Medium,Suburban
20296,Region 2,S04,2M,4,4,5,0,0,0,1,Standard,High,Suburban
20300,Region 2,S03,1M,3,3,3,0,0,0,0,Premium,High,Urban
20303,Region 3,S06,2M,3,1,2,1,0,0,1,Entry,Medium,Urban
20307,Region 2,S03,2M,2,1,1,0,0,1,0,Standard,Low,Suburban
20309,Region 5,S11,1M,5,4,5,0,1,0,0,Entry,Medium,Rural
20331,Region 1,S02,1M,4,3,3,0,0,0,0,High Net Worth,Low,Urban
20335,Region 1,S02,1M,4,4,4,0,0,0,1,Standard,High,Urban
20348,Region 2,S12,2M,4,3,3,0,0,0,0,Premium,Low,Rural
20356,Region 1,S02,1M,2,2,2,0,1,0,1,Standard,High,Rural
20362,Region 3,S05,1M,1,1,2,0,0,0,1,Standard,Medium,Urban
20363,Region 5,S11,2M,1,1,1,0,0,0,0,Standard,Medium,Urban
20365,Region 2,S04,2M,2,1,1,0,0,0,1,Entry,High,Rural
20377,Region 5,S11,1M,5,3,3,0,0,0,1,Standard,Medium,Suburban
20381,Region 4,S08,1M,6,5,5,0,0,0,0,Premium,High,Urban
20416,Region 5,S09,1M,1,1,2,0,0,0,1,Standard,Medium,Rural
20424,Region 2,S04,1M,3,2,3,0,0,0,1,Standard,Medium,Rural
20425,Region 5,S10,1M,1,1,1,0,0,0,1,Entry,Low,Urban
20428,Region 5,S11,5M,4,4,4,0,0,0,1,Standard,Medium,Rural
20442,Region 5,S10,1M,5,4,4,0,0,0,1,Standard,High,Rural
20453,Region 1,S02,2M,4,3,3,0,0,0,0,Entry,High,Suburban
20459,Region 5,S10,5M,3,1,2,0,0,0,0,Entry,High,Urban
20476,Region 5,S09,1M,7,5,5,0,0,0,0,Standard,Low,Suburban
20500,Region 2,S04,1M,4,2,2,0,0,1,1,High Net Worth,Medium,Urban
20504,Region 2,S12,1M,4,2,2,0,0,1,1,Standard,Medium,Suburban
20534,Region 3,S05,1M,2,2,2,0,0,0,1,Standard,Medium,Rural
20536,Region 3,S06,1M,3,2,3,0,0,0,0,Entry,Medium,Suburban
20547,Region 4,S08,5M,3,3,3,0,0,0,1,Premium,Low,Suburban
20556,Region 4,S08,1M,2,1,1,0,0,0,1,Premium,High,Rural
20591,Region 3,S06,1M,6,5,5,0,0,1,1,Premium,Medium,Rural
20592,Region 3,S05,1M,5,3,4,0,1,0,1,High Net Worth,Medium,Rural
20597,Region 5,S11,1M,3,2,2,0,0,0,1,Standard,High,Urban
20613,Region 2,S04,5M,2,1,1,0,0,0,1,Entry,Medium,Urban
20630,Region 2,S12,1M,2,2,2,0,0,0,0,Standard,Medium,Suburban
20658,Region 3,S05,1M,3,2,2,0,0,0,1,Premium,Low,Rural
20669,Region 3,S05,1M,3,2,3,0,1,0,1,Premium,Medium,Rural
20677,Region 5,S11,2M,1,1,1,0,0,0,1,Premium,Medium,Urban
20683,Region 4,S07,1M,7,6,6,0,0,0,1,High Net Worth,Medium,Urban
20684,Region 5,S10,2M,2,1,1,0,1,1,1,Standard,Medium,Urban
20691,Region 2,S12,1M,3,2,3,0,0,1,1,Premium,Medium,Suburban
20693,Region 2,S04,2M,4,3,3,0,0,0,1,Entry,Medium,Suburban
20728,Region 3,S05,1M,3,2,2,0,0,0,0,Standard,High,Suburban
20744,Region 2,S03,1M,5,4,4,0,0,0,0,Premium,High,Rural
20748,Region 2,S03,1M,6,4,5,1,0,0,1,Entry,Medium,Suburban
20764,Region 5,S11,1M,3,2,3,0,0,0,1,Standard,High,Urban
20771,Region 1,S02,1M,5,4,4,0,0,1,1,Entry,Medium,Suburban
20773,Region 5,S10,2M,2,1,1,0,0,0,0,Premium,Medium,Rural
20777,Region 4,S07,2M,3,2,2,0,1,0,0,Standard,Medium,Urban
20788,Region 3,S05,2M,4,3,3,1,0,0,1,Premium,Low,Suburban
20804,Region 5,S09,2M,1,1,1,0,0,0,1,Entry,Medium,Rural
20808,Region 2,S12,1M,4,2,2,0,0,0,0,Premium,Medium,Urban
20819,Region 5,S09,2M,2,1,1,0,1,0,0,Entry,Low,Suburban
20822,Region 1,S02,1M,3,2,3,0,0,1,1,Entry,High,Rural
20866,Region 2,S04,2M,5,4,5,0,0,0,1,High Net Worth,High,Urban
20901,Region 4,S07,1M,4,2,2,0,0,0,1,Standard,Medium,Rural
20902,Region 4,S07,2M,6,5,5,0,0,0,0,Standard,Medium,Rural
20941,Region 5,S10,1M,2,1,1,0,0,0,0,Entry,High,Urban
20950,Region 1,S01,1M,1,1,2,0,0,0,1,Standard,Medium,Urban
20951,Region 2,S12,1M,3,1,1,0,0,0,1,Premium,Medium,Suburban
20961,Region 4,S07,1M,4,2,2,1,0,1,1,Standard,High,Suburban
20973,Region 3,S06,1M,5,4,4,0,0,0,0,Premium,High,Suburban
20975,Region 2,S12,1M,4,3,4,0,0,0,0,Standard,Medium,Rural
20981,Region 2,S12,1M,4,3,3,1,0,0,1,Entry,High,Suburban
20986,Region 4,S08,2M,1,1,1,0,0,0,1,Entry,High,Urban
20993,Region 2,S03,1M,3,3,3,0,0,0,1,Entry,High,Rural
21001,Region 3,S05,1M,3,2,2,0,0,0,0,Premium,High,Suburban
21005,Region 5,S09,5M,6,5,5,1,0,0,1,Standard,Medium,Suburban
21048,Region 4,S07,2M,3,2,3,0,0,0,1,Standard,High,Urban
21052,Region 2,S04,1M,8,6,6,0,0,0,1,Premium,Medium,Urban
21078,Region 1,S02,1M,3,2,2,0,0,0,1,Standard,Medium,Suburban
21080,Region 4,S07,1M,3,2,2,0,0,0,1,Standard,Medium,Suburban
21106,Region 1,S01,1M,5,3,3,0,0,1,0,Premium,Low,Urban
21116,Region 2,S04,1M,7,4,4,0,0,0,1,High Net Worth,Low,Urban
21143,Region 5,S11,2M,2,1,2,0,1,0,1,Standard,High,Rural
21147,Region 1,S02,2M,6,5,5,0,0,2,1,Standard,Low,Urban
21157,Region 2,S04,1M,2,2,3,0,0,0,0,Standard,High,Suburban
21164,Region 1,S02,1M,5,4,4,0,0,0,1,Entry,Medium,Suburban
21178,Region 5,S10,1M,5,3,4,0,0,0,1,High Net Worth,Low,Urban
21185,Region 4,S07,1M,4,3,3,0,0,0,1,Premium,Medium,Rural
21195,Region 2,S04,1M,2,1,1,0,0,0,0,Standard,Medium,Urban
21197,Region 2,S04,1M,2,2,2,0,0,0,0,Premium,Medium,Rural
21211,Region 5,S09,2M,4,3,3,0,0,0,1,Entry,Medium,Suburban
21218,Region 5,S10,1M,5,4,4,0,0,1,0,High Net Worth,Medium,Rural
21229,Region 1,S01,5M,5,4,5,0,0,0,0,Premium,High,Suburban
21256,Region 1,S02,5M,5,3,4,0,0,0,1,Standard,High,Suburban
21261,Region 4,S07,1M,4,4,4,0,0,0,0,Entry,Medium,Urban
21268,Region 3,S05,2M,6,4,4,0,0,0,1,High Net Worth,Medium,Urban
21273,Region 5,S11,1M,4,3,3,0,0,0,1,Premium,Medium,Suburban
21277,Region 1,S02,5M,4,2,2,0,1,0,1,Standard,High,Urban
21287,Region 5,S09,1M,3,2,2,1,0,2,1,Standard,Medium,Suburban
21288,Region 4,S07,2M,2,2,2,0,1,0,0,Premium,High,Suburban
21290,Region 4,S07,1M,6,4,4,1,0,1,1,Standard,High,Suburban
21291,Region 5,S11,1M,3,3,4,0,0,0,0,Premium,High,Urban
21326,Region 5,S10,1M,4,2,2,0,0,0,1,Standard,High,Urban
21333,Region 2,S12,1M,5,3,3,0,0,0,0,High Net Worth,Medium,Urban
21337,Region 4,S07,2M,4,3,3,0,0,0,0,Entry,Medium,Urban
21351,Region 1,S02,1M,5,4,5,0,0,0,1,Premium,High,Urban
21352,Region 4,S08,1M,1,1,1,0,0,1,0,Standard,High,Urban
21354,Region 4,S08,1M,3,2,2,0,0,0,1,Entry,High,Rural
21355,Region 1,S01,5M,7,5,5,0,0,0,1,Standard,Medium,Urban
21373,Region 5,S10,2M,1,1,1,0,0,0,0,Standard,Medium,Rural
21375,Region 3,S06,1M,2,2,3,0,0,0,1,Standard,Medium,Rural
21378,Region 2,S03,1M,3,3,3,0,0,0,1,Premium,Medium,Suburban
21397,Region 1,S02,1M,2,1,2,0,0,1,0,Premium,High,Suburban
21398,Region 3,S05,1M,4,2,3,0,0,1,0,Entry,Medium,Rural
21414,Region 4,S07,1M,8,6,7,1,0,0,0,High Net Worth,Medium,Urban
21429,Region 2,S12,2M,5,3,3,0,0,1,1,Standard,Medium,Urban
21438,Region 2,S03,1M,3,1,1,0,0,0,1,Standard,Low,Urban
21496,Region 2,S04,1M,5,4,4,1,0,0,0,Standard,High,Urban
21504,Region 5,S10,1M,2,2,3,0,0,0,0,Entry,Medium,Urban
21505,Region 3,S05,5M,8,5,5,1,0,1,1,High Net Worth,High,Rural
21514,Region 2,S04,1M,2,1,2,0,0,1,1,Entry,Medium,Rural
21518,Region 5,S10,5M,5,4,4,0,0,0,0,Standard,High,Urban
21528,Region 5,S11,1M,2,2,2,1,0,1,1,Premium,Medium,Suburban
21550,Region 4,S07,2M,1,1,2,0,0,0,1,Entry,High,Suburban
21551,Region 1,S02,2M,6,4,4,0,0,0,1,Standard,Low,Suburban
21565,Region 5,S09,1M,2,2,3,0,0,0,1,Standard,High,Urban
21568,Region 5,S09,2M,5,3,3,0,0,0,1,Standard,Medium,Suburban
21583,Region 2,S12,2M,2,2,2,0,1,1,0,Premium,Low,Suburban
21584,Region 3,S06,1M,2,1,1,0,0,0,0,Standard,Low,Suburban
21590,Region 4,S07,2M,3,3,3,0,0,0,1,Standard,Medium,Suburban
21593,Region 1,S01,1M,3,2,2,0,0,0,0,Standard,High,Rural
21599,Region 4,S07,1M,2,2,3,0,0,1,0,Entry,High,Urban
21600,Region 5,S11,5M,1,1,1,0,0,0,1,Premium,Medium,Suburban
21613,Region 4,S07,2M,5,4,4,0,0,0,0,Standard,Low,Rural
21615,Region 3,S06,2M,3,2,3,0,0,0,0,Entry,Medium,Urban
21617,Region 1,S01,1M,3,2,2,0,0,0,1,Premium,Medium,Suburban
21625,Region 2,S12,2M,3,2,2,0,0,0,1,Entry,High,Urban
21642,Region 2,S04,1M,4,3,3,0,0,0,1,Standard,High,Urban
21660,Region 5,S10,5M,3,2,2,1,0,0,0,Entry,High,Suburban
21667,Region 4,S07,1M,5,4,4,0,0,0,1,Premium,Medium,Suburban
21680,Region 3,S06,1M,2,2,2,0,0,0,1,Standard,Medium,Urban
21694,Region 5,S11,1M,3,2,2,0,0,1,0,Standard,Low,Urban
21702,Region 5,S10,1M,1,1,2,1,0,0,1,Standard,Medium,Suburban
21730,Region 3,S06,1M,4,3,3,0,0,0,1,Premium,Medium,Urban
21738,Region 1,S02,1M,3,3,3,1,0,0,0,Premium,High,Suburban
21739,Region 1,S01,1M,2,1,1,0,0,0,1,Standard,High,Urban
21757,Region 5,S11,1M,2,1,2,0,0,0,0,Premium,Medium,Rural
21759,Region 3,S06,1M,2,2,3,1,1,0,0,Premium,High,Suburban
21783,Region 4,S07,5M,6,4,4,0,0,0,1,Premium,High,Suburban
21790,Region 2,S12,1M,2,1,1,1,0,0,0,Standard,Low,Suburban
21794,Region 2,S12,2M,7,4,4,0,0,0,1,High Net Worth,High,Suburban
21795,Region 3,S06,2M,2,2,2,1,0,0,1,Standard,Medium,Rural
21796,Region 2,S03,2M,4,3,3,0,0,0,0,Premium,Low,Suburban
21809,Region 4,S07,1M,1,1,1,0,0,0,0,Entry,Medium,Urban
21816,Region 5,S11,5M,7,6,6,0,0,0,1,Premium,Medium,Suburban
21823,Region 2,S03,1M,2,2,2,0,0,0,1,Standard,Medium,Urban
21843,Region 4,S07,1M,7,6,7,0,0,1,1,Entry,Low,Rural
21854,Region 3,S06,5M,5,4,4,0,0,0,0,High Net Worth,Low,Rural
21856,Region 5,S10,1M,2,1,1,0,0,0,0,Standard,Medium,Rural
21863,Region 3,S05,5M,5,3,3,0,0,0,1,Standard,High,Suburban
21873,Region 3,S05,1M,2,2,2,0,0,0,1,Entry,Low,Urban
21885,Region 3,S05,1M,3,2,2,0,1,0,1,Entry,Low,Rural
21891,Region 2,S03,1M,7,6,6,0,0,0,1,High Net Worth,Low,Urban
21899,Region 2,S12,1M,5,3,3,0,0,0,0,Standard,High,Rural
21905,Region 2,S04,2M,4,4,4,0,0,0,1,Premium,Low,Rural
21922,Region 2,S04,5M,6,5,5,0,0,0,0,Standard,Medium,Rural
21927,Region 3,S05,2M,7,6,7,1,0,0,0,Entry,High,Urban
21930,Region 5,S09,1M,2,2,2,0,1,0,0,Premium,High,Rural
21935,Region 2,S03,1M,7,5,5,0,0,0,0,Premium,Medium,Suburban
21942,Region 4,S07,1M,5,4,5,0,0,1,1,Premium,Medium,Urban
21946,Region 5,S10,1M,2,1,1,0,0,0,0,Entry,Medium,Rural
21958,Region 4,S08,2M,5,4,4,0,0,0,1,Entry,Low,Suburban
21968,Region 2,S04,1M,2,2,2,0,0,0,0,Standard,High,Urban
21969,Region 3,S06,2M,2,1,1,0,0,0,1,Entry,High,Urban
21974,Region 2,S03,1M,6,4,5,1,0,0,0,Premium,Medium,Suburban
21983,Region 2,S12,2M,1,1,1,0,0,1,0,Premium,Medium,Urban
21996,Region 3,S05,1M,1,1,1,0,0,1,1,Premium,Medium,Rural
22007,Region 5,S09,1M,3,2,2,0,0,0,0,Standard,Medium,Urban
22024,Region 2,S12,1M,2,1,2,0,0,0,1,Premium,High,Rural
22040,Region 2,S12,1M,3,2,2,0,0,0,0,Premium,Low,Suburban
22057,Region 2,S12,2M,4,4,4,1,0,0,1,Standard,High,Rural
22079,Region 2,S12,5M,4,3,3,0,0,0,0,Standard,High,Suburban
22086,Region 3,S06,2M,3,2,2,0,0,0,0,Standard,Low,Urban
22090,Region 5,S10,1M,5,4,4,0,1,0,0,High Net Worth,High,Urban
22097,Region 2,S04,5M,1,1,1,0,0,1,1,Premium,Low,Rural
22108,Region 1,S01,1M,3,1,2,0,0,0,1,Premium,Medium,Urban
22123,Region 5,S11,1M,3,2,2,0,0,1,0,Standard,Medium,Rural
22128,Region 2,S04,1M,1,1,1,0,0,0,1,Entry,Medium,Suburban
22129,Region 4,S08,1M,4,3,3,1,0,0,1,Entry,Medium,Urban
22154,Region 5,S11,1M,2,2,3,0,0,0,0,Standard,Low,Rural
22156,Region 2,S04,1M,3,3,3,0,0,1,0,Premium,High,Suburban
22175,Region 1,S01,1M,4,3,4,0,0,0,1,Standard,Medium,Urban
22187,Region 2,S04,1M,2,1,1,0,0,0,1,Standard,Medium,Urban
22193,Region 1,S01,2M,5,4,4,0,0,0,1,Premium,Medium,Rural
22197,Region 4,S08,2M,7,6,6,1,0,0,1,Standard,Medium,Rural
22200,Region 5,S10,5M,5,4,5,0,0,0,0,Standard,Medium,Suburban
22211,Region 2,S04,2M,2,1,2,0,0,0,1,Premium,Medium,Urban
22222,Region 4,S08,1M,1,1,1,0,0,0,0,Premium,High,Rural
22224,Region 1,S01,2M,6,5,5,0,0,0,1,Premium,Low,Suburban
22228,Region 5,S09,2M,5,4,4,0,0,0,1,High Net Worth,Medium,Urban
22231,Region 5,S10,2M,2,1,1,0,0,0,1,Premium,Medium,Suburban
22257,Region 4,S08,2M,7,5,5,0,0,0,0,Entry,High,Suburban
22262,Region 2,S12,2M,5,3,3,0,0,1,1,Standard,Medium,Urban
22263,Region 5,S10,1M,2,1,1,0,0,0,1,Standard,Medium,Suburban
22271,Region 2,S03,1M,3,2,2,0,0,0,0,Standard,High,Urban
22277,Region 3,S05,2M,2,2,2,0,1,0,1,Standard,Medium,Suburban
22286,Region 3,S06,1M,4,3,4,1,0,0,1,Standard,Medium,Suburban
22303,Region 1,S02,1M,3,2,2,0,0,1,1,Entry,Medium,Suburban
22312,Region 2,S12,1M,4,3,3,0,0,1,0,Standard,High,Rural
22331,Region 5,S09,5M,5,4,4,0,0,0,0,Premium,High,Suburban
22333,Region 4,S07,1M,3,2,2,0,0,0,0,Standard,High,Suburban
22357,Region 5,S09,2M,3,3,3,0,0,1,0,Standard,High,Suburban
22365,Region 5,S09,5M,4,3,3,0,1,0,0,Standard,Low,Urban
22368,Region 1,S02,1M,2,2,2,0,0,0,0,Entry,High,Urban
22375,Region 2,S04,5M,3,1,2,0,0,0,0,Standard,Medium,Urban
22380,Region 4,S08,5M,4,3,3,0,0,0,1,Premium,Medium,Urban
22384,Region 5,S09,1M,3,2,2,0,1,0,1,Entry,High,Urban
22385,Region 2,S12,1M,3,2,3,0,0,0,1,Premium,High,Suburban
22388,Region 4,S08,2M,2,1,1,0,0,0,0,Premium,Medium,Suburban
22390,Region 5,S10,2M,3,2,2,0,0,0,1,Standard,High,Urban
22451,Region 2,S04,1M,2,1,1,0,1,0,1,Standard,Medium,Urban
22468,Region 1,S01,5M,2,2,2,0,0,1,0,Standard,Low,Urban
22477,Region 4,S08,1M,3,1,1,0,0,0,1,Standard,High,Suburban
22494,Region 4,S08,1M,2,2,2,0,0,0,0,Premium,Medium,Suburban
22507,Region 3,S06,1M,1,1,1,0,1,0,1,Standard,High,Urban
22515,Region 3,S06,1M,4,3,3,0,0,1,0,Standard,High,Urban
22521,Region 2,S03,5M,2,1,2,0,0,0,1,Entry,Low,Suburban
22528,Region 4,S08,2M,4,4,4,0,0,0,1,Premium,High,Rural
22542,Region 5,S10,5M,4,3,3,0,0,1,1,Premium,Medium,Urban
22584,Region 5,S10,1M,3,3,3,0,0,0,1,Standard,High,Urban
22603,Region 3,S06,1M,1,1,2,0,0,0,1,Entry,Medium,Urban
22610,Region 2,S04,1M,6,5,6,1,0,0,0,Standard,Medium,Suburban
22611,Region 4,S08,1M,2,1,1,0,0,0,0,Premium,Medium,Suburban
22614,Region 5,S11,1M,1,1,1,0,0,0,1,Entry,Low,Suburban
22622,Region 1,S01,2M,2,2,2,0,1,0,0,Premium,Medium,Suburban
22639,Region 3,S05,1M,2,1,1,0,0,0,0,Premium,High,Urban
22642,Region 3,S06,2M,3,3,3,0,0,0,0,Premium,Low,Urban
22645,Region 4,S07,1M,5,4,5,1,0,0,1,Standard,Low,Suburban
22662,Region 4,S07,1M,2,1,1,0,0,0,0,Standard,Low,Rural
22669,Region 3,S05,1M,6,3,3,0,0,1,0,High Net Worth,High,Suburban
22673,Region 2,S03,2M,2,1,1,0,0,0,0,Entry,High,Suburban
22683,Region 3,S06,1M,3,3,4,0,0,0,0,Standard,High,Suburban
22694,Region 1,S01,1M,3,3,3,0,0,0,0,Standard,Medium,Urban
22715,Region 5,S09,1M,4,4,4,0,0,0,1,Standard,High,Suburban
22725,Region 2,S12,2M,2,1,1,0,0,1,0,Standard,Medium,Rural
22730,Region 5,S10,1M,4,4,4,0,0,1,1,Entry,Medium,Rural
22732,Region 5,S11,1M,5,3,3,0,1,1,1,Standard,Medium,Suburban
22740,Region 2,S04,2M,4,3,3,0,0,1,0,Standard,High,Suburban
22752,Region 5,S09,5M,5,3,4,0,0,0,1,Standard,Medium,Urban
22765,Region 3,S05,2M,4,3,3,0,0,0,0,Entry,Medium,Suburban
22768,Region 2,S12,2M,2,2,2,0,0,0,0,Entry,Low,Suburban
22776,Region 3,S05,1M,5,4,4,0,0,0,1,Standard,High,Suburban
22783,Region 2,S12,1M,4,3,3,0,0,0,0,Standard,High,Suburban
22794,Region 3,S06,1M,5,4,4,0,0,0,0,Entry,High,Rural
22800,Region 3,S06,2M,2,2,2,0,0,0,1,Standard,High,Suburban
22811,Region 5,S11,1M,4,3,3,0,0,0,1,Entry,Low,Urban
22820,Region 3,S06,5M,4,3,3,0,0,0,0,Standard,High,Rural
22825,Region 3,S05,2M,2,2,2,0,0,0,0,Standard,Low,Suburban
22836,Region 2,S04,1M,3,3,3,0,0,0,0,Premium,Medium,Suburban
22849,Region 5,S10,1M,5,3,3,1,0,0,1,Standard,Low,Suburban
22878,Region 2,S03,1M,5,3,4,0,0,0,1,High Net Worth,High,Urban
22882,Region 2,S12,2M,2,2,2,0,1,0,0,Premium,High,Suburban
22883,Region 3,S05,1M,3,2,3,0,0,0,1,Standard,Medium,Rural
22893,Region 4,S07,2M,5,3,4,0,0,0,1,Entry,High,Urban
22915,Region 5,S09,1M,3,2,2,0,0,0,1,Standard,High,Urban
22916,Region 1,S02,2M,7,6,7,1,0,0,0,Standard,Medium,Suburban
22920,Region 2,S03,5M,3,2,2,0,0,0,0,Standard,Medium,Suburban
22930,Region 4,S07,5M,6,4,4,0,0,0,0,High Net Worth,Medium,Urban
22933,Region 5,S09,1M,3,3,3,0,0,1,1,Standard,Medium,Urban
22934,Region 4,S07,1M,6,4,4,1,0,0,1,High Net Worth,High,Suburban
22936,Region 3,S05,2M,2,2,2,0,0,0,1,Standard,High,Rural
22951,Region 5,S10,1M,2,1,1,0,0,0,1,Standard,High,Urban
22966,Region 4,S07,1M,4,3,4,0,0,1,1,Standard,Medium,Rural
22978,Region 3,S05,5M,2,1,1,0,0,0,1,Entry,Medium,Rural
22985,Region 5,S11,2M,4,3,3,1,0,0,0,Standard,Medium,Urban
22989,Region 3,S05,1M,2,1,1,0,0,0,0,Premium,Low,Urban
22993,Region 5,S10,1M,4,3,3,0,0,0,1,Premium,Medium,Suburban
23000,Region 5,S09,1M,6,4,4,1,0,0,1,High Net Worth,Low,Suburban
23009,Region 5,S09,1M,6,4,4,0,0,1,1,High Net Worth,Low,Rural
23035,Region 4,S07,1M,6,5,5,0,0,1,0,Entry,Low,Rural
23036,Region 1,S02,1M,2,2,3,0,0,0,1,Entry,Low,Urban
23063,Region 5,S11,2M,6,4,5,0,0,1,0,Standard,Low,Suburban
23073,Region 3,S05,1M,2,1,2,0,0,0,0,Entry,Medium,Urban
23081,Region 4,S07,1M,7,6,6,0,0,0,0,Standard,High,Suburban
23091,Region 5,S09,1M,4,3,3,0,1,0,0,Premium,Medium,Rural
23102,Region 4,S08,2M,4,3,4,0,0,0,1,Premium,Low,Urban
23111,Region 3,S05,1M,5,3,3,0,1,0,1,Premium,High,Urban
23121,Region 2,S12,2M,4,2,2,0,0,0,1,Standard,Low,Urban
23127,Region 3,S05,1M,5,3,3,0,0,0,1,High Net Worth,Medium,Suburban
23132,Region 5,S10,1M,3,2,2,1,0,0,0,Premium,High,Suburban
23146,Region 1,S02,1M,3,3,3,0,1,0,0,Standard,Medium,Urban
23153,Region 3,S06,1M,4,3,3,0,0,0,0,Standard,High,Suburban
23156,Region 5,S11,5M,2,2,3,1,0,0,1,Premium,High,Urban
23159,Region 2,S04,1M,2,2,2,0,0,0,1,Premium,Low,Urban
23169,Region 1,S01,2M,2,1,1,0,0,0,1,Entry,Medium,Urban
23193,Region 2,S04,2M,3,3,3,0,0,1,0,Standard,Low,Urban
23194,Region 3,S06,5M,3,2,3,0,0,0,1,Standard,Medium,Suburban
23196,Region 1,S02,1M,5,4,4,0,0,0,1,Entry,Low,Suburban
23201,Region 3,S06,1M,2,1,1,0,0,2,1,Premium,High,Suburban
23205,Region 5,S11,1M,5,3,3,0,1,0,1,Standard,Medium,Urban
23210,Region 5,S10,1M,4,3,3,0,0,0,0,Standard,High,Suburban
23229,Region 5,S11,5M,1,1,1,0,0,0,0,Premium,Medium,Rural
23257,Region 3,S05,2M,1,1,1,0,1,0,1,Entry,Low,Suburban
23270,Region 2,S12,1M,6,5,5,0,0,0,1,High Net Worth,High,Urban
23273,Region 5,S10,2M,4,3,3,0,0,0,1,Premium,High,Rural
23274,Region 5,S10,5M,2,2,2,0,0,1,1,Standard,High,Urban
23296,Region 5,S10,2M,3,2,2,0,0,1,1,Entry,High,Urban
23304,Region 1,S02,1M,1,1,1,0,0,0,1,Entry,Medium,Suburban
23321,Region 4,S07,5M,5,4,4,0,0,0,1,High Net Worth,High,Urban
23336,Region 3,S05,1M,5,4,4,0,0,1,0,Premium,Medium,Suburban
